Date,AAPL,^GSPC
2024-05-02,171.469482421875,5064.2001953125
2024-05-03,181.7261199951172,5127.7900390625
2024-05-06,180.07119750976562,5180.740234375
2024-05-07,180.7549591064453,5187.7001953125
2024-05-08,181.0919189453125,5187.669921875
2024-05-09,182.90541076660156,5214.080078125
2024-05-10,181.6451416015625,5222.68017578125
2024-05-13,184.85035705566406,5221.419921875
2024-05-14,185.99151611328125,5246.68017578125
2024-05-15,188.26397705078125,5308.14990234375
2024-05-16,188.38304138183594,5297.10009765625
2024-05-17,188.41281127929688,5303.27001953125
2024-05-20,189.57382202148438,5308.1298828125
2024-05-21,190.87379455566406,5321.41015625
2024-05-22,189.43490600585938,5307.009765625
2024-05-23,185.44578552246094,5267.83984375
2024-05-24,188.52195739746094,5304.72021484375
2024-05-28,188.53189086914062,5306.0400390625
2024-05-29,188.82958984375,5266.9501953125
2024-05-30,189.82191467285156,5235.47998046875
2024-05-31,190.77455139160156,5277.509765625
2024-06-03,192.54087829589844,5283.39990234375
2024-06-04,192.85842895507812,5291.33984375
2024-06-05,194.3667755126953,5354.02978515625
2024-06-06,192.98745727539062,5352.9599609375
2024-06-07,195.37893676757812,5346.990234375
2024-06-10,191.6378631591797,5360.7900390625
2024-06-11,205.56019592285156,5375.31982421875
2024-06-12,211.4347686767578,5421.02978515625
2024-06-13,212.59576416015625,5433.740234375
2024-06-14,210.85923767089844,5431.60009765625
2024-06-17,215.00711059570312,5473.22998046875
2024-06-18,212.6453857421875,5487.02978515625
2024-06-20,208.07077026367188,5473.169921875
2024-06-21,205.8975830078125,5464.6201171875
2024-06-24,206.54261779785156,5447.8701171875
2024-06-25,207.46548461914062,5469.2998046875
2024-06-26,211.61338806152344,5477.89990234375
2024-06-27,212.4568634033203,5482.8701171875
2024-06-28,209.00355529785156,5460.47998046875
2024-07-01,215.08653259277344,5475.08984375
2024-07-02,218.5795135498047,5509.009765625
2024-07-03,219.8496856689453,5537.02001953125
2024-07-05,224.6029052734375,5567.18994140625
2024-07-08,226.0715789794922,5572.85009765625
2024-07-09,226.92494201660156,5576.97998046875
2024-07-10,231.1919403076172,5633.91015625
2024-07-11,225.823486328125,5584.5400390625
2024-07-12,228.77069091796875,5615.35009765625
2024-07-15,232.60105895996094,5631.22021484375
2024-07-16,233.01785278320312,5667.2001953125
2024-07-17,227.12342834472656,5588.27001953125
2024-07-18,222.4595184326172,5544.58984375
2024-07-19,222.58848571777344,5505.0
